0;1
1;1
2;1
3;2
5;2
6;2
7;2
9;2
10;2
11;2
13;2
14;2
15;2
112;2
17;2
19;2
20;2
21;2
22;3
23;3
24;3
25;3
272;3
27;3
28;3
570;4
571;4
31;4
32;4
33;4
34;4
35;4
36;4
37;4
38;4
578;4
40;4
581;4
582;4
43;4
44;4
45;4
595;4
596;4
48;4
50;4
51;4
52;4
754;4
55;5
56;5
57;5
167;5
59;5
60;5
61;5
62;5
64;5
65;5
66;5
67;5
68;5
69;6
71;6
72;6
73;6
74;6
75;6
76;6
77;6
79;6
80;6
81;6
82;6
83;6
84;6
85;6
86;6
87;6
88;6
89;6
90;6
91;6
92;6
93;6
94;6
95;6
96;6
97;6
98;6
99;6
100;6
101;6
102;6
103;6
104;6
105;7
107;8
108;8
109;8
110;8
721;8
112;8
113;8
115;8
116;8
117;8
119;8
120;8
121;8
122;8
637;8
125;8
126;8
127;9
128;9
129;9
130;9
131;9
132;9
133;9
134;10
135;10
136;10
137;10
138;10
140;10
141;10
142;10
143;10
145;10
146;10
734;10
148;10
149;10
150;12
151;12
152;12
153;12
154;12
155;12
156;12
157;12
158;12
159;12
160;12
161;12
162;12
652;13
164;14
165;14
166;14
167;14
697;14
169;14
171;16
172;16
174;16
175;16
176;16
177;16
179;16
180;16
181;16
182;16
183;16
184;16
185;16
186;16
187;16
188;16
190;16
191;16
192;16
193;16
194;16
195;16
196;16
197;16
198;16
199;16
200;16
201;17
202;17
203;17
204;17
205;17
206;17
207;17
208;17
209;17
210;17
211;17
212;17
241;17
214;17
215;17
216;17
217;17
218;17
219;17
220;17
221;17
222;17
284;17
224;18
674;18
226;18
227;18
228;18
229;18
230;18
231;18
232;18
233;18
234;18
235;18
236;18
237;18
238;18
239;18
240;18
241;18
242;18
243;18
244;18
245;18
246;18
247;18
248;18
249;18
250;18
251;18
252;18
253;18
254;19
255;19
256;19
257;19
258;19
259;19
260;19
261;19
262;19
263;19
264;19
265;19
266;19
267;19
268;19
269;19
270;19
271;19
272;19
273;19
274;19
275;19
276;19
277;19
278;19
279;19
280;19
281;19
282;19
283;19
284;19
285;19
286;19
287;19
289;20
290;20
291;20
292;20
293;20
294;20
295;20
297;20
298;20
299;20
300;20
301;20
302;20
303;20
304;20
305;20
306;20
307;20
308;20
309;20
310;20
311;20
312;20
313;20
314;20
315;20
316;20
317;20
319;20
320;20
321;20
323;20
324;20
325;20
327;20
328;20
329;20
331;20
332;21
333;21
334;21
335;21
336;21
337;21
338;21
339;21
340;21
341;21
342;21
343;21
344;21
345;21
346;21
347;21
348;21
349;21
350;21
351;21
352;21
353;21
354;21
355;21
356;21
357;21
358;21
359;21
360;21
361;21
362;22
363;22
364;22
365;22
793;22
367;22
368;22
369;22
370;22
371;22
372;23
373;23
374;23
375;23
376;23
377;23
378;23
379;23
380;23
381;23
382;23
383;23
384;23
386;24
387;24
388;24
389;24
390;24
391;24
392;24
393;24
394;24
396;24
397;24
398;24
399;24
400;24
401;24
402;24
403;24
404;24
405;24
406;24
407;24
408;24
409;24
747;24
411;24
412;24
413;24
415;24
416;24
417;24
418;24
419;24
420;24
718;24
423;24
424;24
425;24
427;24
428;24
429;24
430;24
432;24
433;24
434;24
436;24
437;24
438;24
439;24
440;24
442;24
443;24
444;24
445;24
457;24
447;24
448;24
449;24
450;24
452;24
453;24
454;24
455;24
463;24
457;24
458;24
460;24
461;24
462;24
463;24
464;24
465;24
466;24
468;24
469;24
470;24
471;24
472;24
473;24
474;24
475;25
476;25
477;25
478;25
479;25
481;25
482;25
483;26
484;26
486;26
487;26
488;26
489;26
490;26
491;26
492;26
493;26
494;26
496;26
497;26
498;26
499;26
500;26
501;26
502;26
503;26
505;26
506;26
507;26
508;27
509;27
511;27
512;27
513;27
514;27
773;27
516;28
517;28
518;28
519;28
520;28
521;28
676;29
678;29
526;29
527;29
687;29
633;29
531;29
532;29
533;29
534;30
535;30
536;30
537;30
538;30
539;30
540;30
541;31
542;31
543;31
544;31
545;31
546;31
547;31
548;31
549;31
550;31
551;32
552;32
553;32
554;32
555;32
739;33
740;33
559;33
561;33
562;33
563;33
564;33
745;33
566;33
567;33
568;33
569;33
570;34
571;34
573;34
574;34
575;34
576;34
577;34
578;34
579;34
580;34
581;34
582;34
583;34
584;34
748;34
586;34
587;34
588;34
589;34
590;34
592;34
750;34
594;34
595;34
596;34
597;34
598;35
599;35
600;35
601;35
602;36
603;36
604;36
606;36
607;36
608;36
610;36
611;36
612;36
613;36
614;36
615;36
617;37
618;37
619;37
620;37
621;37
622;37
623;37
624;37
625;37
626;37
627;37
628;37
629;37
630;37
631;37
632;37
633;38
634;38
635;38
636;38
637;38
638;38
639;38
640;40
641;40
642;40
644;40
645;40
646;40
647;40
648;40
649;40
650;41
651;41
652;41
653;41
654;41
656;42
657;42
658;42
660;42
661;42
662;42
663;42
664;42
665;42
666;42
667;42
668;43
669;43
670;43
671;44
672;45
673;45
674;45
676;45
678;45
680;45
681;45
683;45
684;45
685;45
686;45
687;45
688;45
690;45
691;45
692;45
693;45
694;45
695;45
796;45
697;45
698;46
700;46
701;46
702;46
704;47
705;47
706;47
707;47
709;48
774;48
711;48
712;48
713;48
714;48
715;48
716;49
717;49
718;49
719;49
720;49
721;49
722;49
723;50
724;50
725;50
726;50
727;50
728;50
729;50
730;50
731;50
732;50
733;50
734;51
735;51
736;51
737;51
738;51
739;52
740;52
741;52
742;52
743;52
744;52
745;52
746;52
747;52
748;52
749;52
750;52
751;52
752;52
753;52
754;52
755;54
756;54
757;55
758;55
759;55
760;55
761;55
762;55
763;55
764;56
765;56
766;57
767;57
769;57
770;57
771;58
772;58
773;59
774;59
775;59
776;59
777;59
796;59
779;60
780;60
781;60
782;60
783;60
784;60
785;60
786;60
787;60
788;61
789;61
790;61
791;61
792;61
793;61
794;61
795;61
796;61
797;61
798;61
799;61
800;62
801;62
802;63
803;63
804;63
805;63
806;63
807;63
808;63
809;63
810;65
811;65
812;65
859;65
814;65
815;65
816;65
817;65
818;65
819;65
820;65
821;65
822;65
866;65
867;65
825;65
826;65
827;65
828;65
829;65
830;65
831;65
832;65
833;65
834;65
874;65
836;65
837;65
838;65
875;65
840;65
841;65
842;65
843;65
844;65
845;65
846;65
847;65
848;65
849;65
850;65
851;65
852;66
853;66
854;66
855;66
856;66
857;66
858;67
859;67
860;67
861;67
862;67
863;67
864;67
865;67
866;67
867;67
868;67
869;67
870;67
871;67
872;67
873;67
874;67
875;67
876;67
