Ten-ball;286
Rotation;287
Baseball pocket billiards;288
Cribbage (pool);289
Bank pool;290
Artistic pool;291
Trick shot competition;292
Speed pool;293
Bowlliards;294
Chicago;295
Kelly pool;296
Cutthroat;297
Killer;298
Russian pyramid;299
Snooker;300
Sinuca brasileira;301
Six-red snooker;302
Snooker plus;303
Hybrid caromâ€“pocket games;304
English billiards;305
Bottle pool;306
Cowboy;307
Obstacle variations;308
Bagatelle;309
Bar billiards;310
Bumper pool;311
Table Sports;312
Foosball;313
Buzkashi;314
Barrel racing;315
Campdrafting;316
Cirit;317
Charreada;318
Chilean rodeo;319
Cross country;320
Cutting;321
Dressage;322
Endurance riding;323
English pleasure;324
Equitation;325
Eventing;326
Equestrian vaulting;327
Gymkhana;328
Harness racing;329
Horse racing;330
Horseball;331
Hunter;332
Hunter-jumpers;333
Jousting;334
Pato;335
Reining;336
Rodeo;337
Show jumping;338
Steeplechase;339
Sur-papakh;340
Team penning;341
Tent pegging;342
Western pleasure;343
Angling;344
Big-game fishing;345
Casting;346
Noodling;347
Spearfishing;348
Sport fishing;349
Surf fishing;350
Rock fishing;351
Fly fishing;352
Ice fishing;353
Beach ultimate;354
Disc dog;355
Disc golf;356
Disc golf (urban);357
Dodge disc;358
Double disc court;359
Flutterguts;360
Freestyle;361
Freestyle competition;362
Goaltimate;363
Guts;364
Hot box;365
Ultimate;366
Ancient games;367
Chinlone;368
Cuju;369
Episkyros;370
Harpastum;371
Kemari;372
Ki-o-rahi;373
Marn Grook;374
Woggabaliri;375
Yubi lakpi;376
Medieval football;377
Ba game;378
Caid;379
Calcio Fiorentino;380
Camping (game);381
Cnapan;382
Cornish hurling;383
Haxey Hood;384
Knattleikr;385
La soule;386
Lelo burti;387
Mob football;388
Royal Shrovetide Football;389
Uppies and Downies;390
Association football;391
Jorkyball;392
Paralympic football;393
Powerchair Football;394
Reduced variants;395
Five-a-side football;396
Beach soccer;397
Futebol de SalÃ£o;398
Futsal;399
Papi fut;400
Indoor soccer;401
Masters Football;402
Street football;403
Freestyle football;404
Keepie uppie;405
Swamp football;406
Three sided football;407
Australian football;408
Nine-a-side footy;409
Rec footy;410
Metro footy;411
English school games;412
Eton College;413
Field game;414
Wall game;415
Harrow football;416
Gaelic football;417
Ladies' Gaelic football;418
Gridiron football;419
American football;420
Eight-man football;421
Flag football;422
Indoor football;423
Arena football;424
Nine-man football;425
Six-man football;426
Sprint football;427
Touch football;428
Canadian football;429
Street football (American);430
Rugby football;431
Beach rugby;432
Rugby league;433
Masters Rugby League;434
Mod league;435
Rugby league nines;436
Rugby league sevens;437
Tag rugby;438
Wheelchair rugby league;440
Rugby union;441
American flag rugby;442
Mini rugby;443
Rugby sevens;444
Touch rugby;446
Rugby tens;447
Snow rugby;448
Hybrid codes;449
Austus;450
Eton wall game;451
International rules football;452
Samoa rules;453
Speedball;454
Universal football;455
Volata;456
Miniature golf;457
Match play;458
Skins game;459
Speed golf;460
Stroke play;461
Team play;462
Shotgun start;463
Urban Golf;464
Acrobatic gymnastics;465
Aerobic gymnastics;466
Artistic gymnastics;467
Balance beam;468
Floor;469
High bar;470
Parallel bars;471
Pommel horse;472
Still rings;473
Uneven bars;474
Vault;475
Juggling;476
Rhythmic gymnastics;477
Ball;478
Club;479
Hoop;480
Ribbon;481
Rope;482
Rope jumping;483
Slacklining;484
Trampolining;485
Trapeze;486
Flying trapeze;487
Static trapeze;488
Tumbling;489
Goalball;490
Tchoukball;491
Team handball;492
Beach handball;493
Czech handball;494
Field handball;495
Torball;496
Water polo;497
Beagling;498
Big game hunting;499
Deer hunting;500
Fox hunting;501
Hare coursing;502
Wolf hunting;503
Bandy;504
Rink bandy;505
Broomball;506
Moscow broomball;507
Curling;508
Ice hockey;509
Ringette;510
Ice yachting;511
Figure skating;512
Single skating (men's and ladies' singles);513
Pair skating;514
Ice dancing;515
Kite buggy;516
Kite fighting;517
Kite landboarding;518
Kitesurfing;519
Parasailing;520
Snow kiting;521
Sport kite (Stunt kite);522
Adventure racing;523
Biathlon;524
Duathlon;525
Decathlon;526
Heptathlon;527
Icosathlon;528
Modern pentathlon;529
Pentathlon;530
Tetrathlon;531
Triathlon;532
Geocaching;533
Orienteering;534
Rogaining;535
Letterboxing;536
Waymarking;537
American handball;538
Australian handball;539
Basque pelota;540
Jai alai;541
Fives;542
Eton Fives;543
Rugby Fives;544
Frisian handball;545
Four square;546
Gaelic handball;547
Jeu de paume;548
Palla;549
Patball;550
Valencian pilota;551
Frontenis;555
Xare;556
Beach tennis;557
Matkot;558
